,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
6004,1003995,Trudy,P00117942,F,36-45,38,1,Bihar,Eastern,IT Sector,Electronics & Gadgets,2,7985.0,,
6006,1005254,McCrary,P00249542,F,18-25,18,1,Haryana,Northern,Healthcare,Sports Products,3,7984.0,,
6007,1004425,Indulekha,P00049542,F,36-45,37,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,4,7984.0,,
6008,1001733,Gonzalez,P00213842,F,18-25,23,1,Uttar Pradesh,Central,Healthcare,Decor,3,7984.0,,
6009,1004814,Murdock,P00211042,F,18-25,25,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,3,7983.0,,
6011,1005049,Katherine,P00003442,F,26-35,30,0,Gujarat,Western,Aviation,Electronics & Gadgets,4,7981.0,,
6013,1003475,Cousins,P00310542,F,26-35,30,1,Jharkhand,Eastern,Construction,Electronics & Gadgets,3,7981.0,,
6014,1003272,Pinky,P00360042,F,36-45,42,1,Kerala,Southern,Banking,Electronics & Gadgets,3,7981.0,,
6015,1003265,Arti,P00303342,F,26-35,31,1,Rajasthan,Northern,Agriculture,Electronics & Gadgets,1,7981.0,,
6016,1001299,Mrinal,P00116742,F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,7981.0,,
6017,1003472,Barroso,P00227642,F,26-35,29,1,Uttar Pradesh,Central,Media,Electronics & Gadgets,2,7981.0,,
6019,1005223,Nandita,P00073842,F,55+,88,1,Kerala,Southern,Aviation,Electronics & Gadgets,2,7980.0,,
6022,1004718,Vaibhav,P0095842,F,36-45,42,0,Madhya Pradesh,Central,Healthcare,Food,2,7979.0,,
6023,1001574,Lucas,P00193442,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Food,1,7979.0,,
6024,1002860,Chad,P00331842,F,36-45,37,0,Andhra Pradesh,Southern,Retail,Electronics & Gadgets,4,7978.0,,
6026,1001608,Glantz,P00029142,F,26-35,27,0,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,1,7977.0,,
6027,1004950,LaWare,P00110142,F,26-35,33,1,Karnataka,Southern,Lawyer,Sports Products,3,7977.0,,
6028,1005746,Glocke,P0097242,F,18-25,22,0,Uttar Pradesh,Central,Banking,Decor,3,7977.0,,
6029,1005746,Glocke,P0097242,F,18-25,22,0,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4,7977.0,,
6030,1006011,Aniket,P00149342,F,36-45,37,1,Uttar Pradesh,Central,Textile,Electronics & Gadgets,4,7977.0,,
6031,1004963,Rhea,P00148642,F,46-50,48,0,Uttar Pradesh,Central,Construction,Food,3,7977.0,,
6032,1001526,Mousam,P00085942,F,55+,62,1,Delhi,Central,Govt,Food,1,7976.0,,
6033,1005788,Bixby,P00218642,F,26-35,32,1,Haryana,Northern,IT Sector,Food,4,7976.0,,
6035,1002902,McMath,P00137242,F,26-35,29,1,Punjab,Northern,Chemical,Electronics & Gadgets,2,7976.0,,
6036,1002902,McMath,P00137242,F,26-35,29,1,Telangana,Southern,Chemical,Electronics & Gadgets,2,7976.0,,
6037,1002778,McMahon,P00258742,F,55+,85,1,Maharashtra,Western,Banking,Food,2,7975.0,,
6039,1000911,Jaydeep,P00172842,F,51-55,52,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,2,7973.0,,
6046,1000753,Hernandez,P00197242,F,0-17,16,0,Maharashtra,Western,Aviation,Sports Products,2,7971.0,,
6048,1001119,Avish,P00226242,F,36-45,39,0,Maharashtra,Western,Media,Food,2,7970.0,,
6050,1000551,Bart,P00293742,F,36-45,36,0,Himachal Pradesh,Northern,Food Processing,Electronics & Gadgets,1,7969.0,,
6051,1002241,Greg,P00190042,F,46-50,46,1,Karnataka,Southern,Healthcare,Food,3,7969.0,,
6052,1006002,Denny,P00057642,F,51-55,54,1,Karnataka,Southern,Banking,Electronics & Gadgets,2,7969.0,,
6054,1005575,Medina,P00077842,F,36-45,42,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4,7968.0,,
6056,1004506,Ashbrook,P00119942,F,51-55,51,1,Himachal Pradesh,Northern,Aviation,Furniture,4,7966.0,,
6057,1001425,Sudevi,P00203842,F,0-17,13,0,Maharashtra,Western,Media,Food,3,7966.0,,
6058,1003410,Kamberova,P0097142,F,36-45,42,0,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,1,7965.0,,
6059,1000327,Uudhav,P00272642,F,36-45,38,0,Jharkhand,Eastern,IT Sector,Electronics & Gadgets,4,7963.0,,
6060,1005441,Caudle,P00198042,F,51-55,55,1,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,1,7963.0,,
6061,1004448,Akshat,P00189542,F,26-35,30,0,Uttar Pradesh,Central,Hospitality,Books,3,7963.0,,
6063,1005747,Gardner,P00051442,F,26-35,29,0,Maharashtra,Western,Media,Food,4,7961.0,,
6066,1003320,Sandra,P00262242,F,26-35,34,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,2,7959.0,,
6067,1001266,Emily,P00207842,F,26-35,27,0,Bihar,Eastern,Textile,Food,4,7959.0,,
6068,1000651,Carreira,P00065342,F,36-45,42,0,Haryana,Northern,IT Sector,Food,1,7959.0,,
6071,1002015,Chong,P00120742,F,18-25,21,1,Haryana,Northern,Media,Electronics & Gadgets,1,7956.0,,
6073,1005074,MacKendrick,P00300042,F,0-17,16,0,Maharashtra,Western,Banking,Food,4,7956.0,,
6076,1001300,Bellavance,P00116742,F,0-17,17,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,1,7956.0,,
6077,1001300,Bellavance,P00116742,F,0-17,17,0,Uttar Pradesh,Central,IT Sector,Decor,2,7956.0,,
6078,1000057,Chayanika,P00351342,F,18-25,18,1,Uttar Pradesh,Central,Retail,Food,2,7956.0,,
6083,1005098,Saloni,P00282242,F,51-55,51,0,Uttarakhand,Central,Hospitality,Electronics & Gadgets,1,7955.0,,
6084,1004830,Gilcrest,P00259342,F,0-17,17,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,3,7954.0,,
6085,1000147,Poirier,P00002542,F,18-25,20,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,7954.0,,
6086,1002930,Stephanie,P00198042,F,51-55,55,0,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,7954.0,,
6087,1000889,Parth,P00248942,F,46-50,47,0,Punjab,Northern,IT Sector,Electronics & Gadgets,4,7954.0,,
6089,1002793,Aniket,P00288742,F,36-45,39,1,Madhya Pradesh,Central,Banking,Electronics & Gadgets,4,7953.0,,
6090,1002890,Maithilee,P00037142,F,36-45,41,0,Rajasthan,Northern,Hospitality,Electronics & Gadgets,3,7953.0,,
6091,1000850,Bhawna,P00105442,F,36-45,42,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4,7953.0,,
6093,1000877,Sanjova,P00048742,F,26-35,29,0,Gujarat,Western,Banking,Electronics & Gadgets,2,7952.0,,
6094,1000877,Sanjova,P00048742,F,26-35,29,0,Haryana,Northern,Banking,Electronics & Gadgets,1,7952.0,,
6095,1005026,Stuti,P00058242,F,26-35,30,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,3,7951.0,,
6097,1000669,Jesslyn,P00001042,F,26-35,27,1,Karnataka,Southern,IT Sector,Sports Products,2,7951.0,,
6098,1003640,Sneha,P00073842,F,36-45,42,0,Rajasthan,Northern,IT Sector,Food,3,7951.0,,
6099,1002156,Granlund,P00057942,F,18-25,23,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4,7950.0,,
6100,1002742,Sajal,P00000142,F,26-35,30,0,Maharashtra,Western,Media,Food,1,7950.0,,
6101,1003320,Sandra,P00269642,F,26-35,33,0,Maharashtra,Western,Construction,Electronics & Gadgets,1,7950.0,,
6102,1005886,Kunitz,P00268442,F,26-35,31,0,Haryana,Northern,Textile,Electronics & Gadgets,3,7949.0,,
6104,1004414,Kristen,P00053042,F,26-35,34,0,Gujarat,Western,Lawyer,Electronics & Gadgets,1,7948.0,,
6105,1003356,Fuller,P00101942,F,36-45,41,0,Haryana,Northern,Aviation,Electronics & Gadgets,1,7948.0,,
6106,1004498,Srishti,P00178042,F,51-55,55,0,Haryana,Northern,Govt,Food,2,7948.0,,
6107,1003869,Sean,P00039742,F,18-25,23,1,Himachal Pradesh,Northern,Govt,Sports Products,1,7948.0,,
6110,1004344,Hildebrand,P00328942,F,26-35,31,0,Himachal Pradesh,Northern,Chemical,Electronics & Gadgets,4,7946.0,,
6112,1004520,Anderson,P00081142,F,26-35,27,1,Rajasthan,Northern,IT Sector,Electronics & Gadgets,2,7946.0,,
6113,1003841,Philip,P00213642,F,46-50,46,0,Uttarakhand,Central,Media,Electronics & Gadgets,3,7946.0,,
6116,1005729,O'Rourke,P00173842,F,18-25,18,0,Gujarat,Western,Lawyer,Electronics & Gadgets,4,7944.0,,
6119,1004560,Atharv,P00079642,F,26-35,32,1,Telangana,Southern,Govt,Food,1,7943.0,,
6120,1005811,Rachna,P00286642,F,18-25,21,0,Bihar,Eastern,Healthcare,Food,4,7941.0,,
6121,1001875,Kelly,P00244142,F,36-45,45,0,Himachal Pradesh,Northern,Media,Sports Products,4,7941.0,,
6122,1005765,Nat,P00073842,F,26-35,26,1,Jharkhand,Eastern,Aviation,Electronics & Gadgets,2,7941.0,,
6123,1001193,Mick,P00223642,F,26-35,33,0,Karnataka,Southern,Construction,Food,2,7941.0,,
6125,1005765,Nat,P00073842,F,26-35,26,1,Telangana,Southern,Aviation,Electronics & Gadgets,2,7941.0,,
6126,1002103,Mitchum,P00234742,F,36-45,37,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4,7940.0,,
6128,1001632,Mills,P00192942,F,26-35,31,0,Kerala,Southern,Aviation,Electronics & Gadgets,3,7939.0,,
6129,1002298,Zrebassa,P00265542,F,36-45,38,0,Maharashtra,Western,Banking,Electronics & Gadgets,3,7939.0,,
6131,1001122,Vini,P00025442,F,55+,84,0,Uttar Pradesh,Central,Food Processing,Electronics & Gadgets,2,7939.0,,
6132,1001027,Shyam,P00324942,F,18-25,18,0,Maharashtra,Western,Aviation,Electronics & Gadgets,3,7938.0,,
6133,1003450,Bruce,P00112442,F,26-35,28,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,7938.0,,
6135,1000482,Mukesh,P00217942,F,26-35,29,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,1,7937.0,,
6140,1005096,Roger,P00156742,F,26-35,33,0,Jharkhand,Eastern,Media,Electronics & Gadgets,3,7937.0,,
6141,1001591,Anchal,P00177642,F,51-55,55,0,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,3,7937.0,,
6143,1005888,Apoorva,P00074242,F,26-35,27,1,Punjab,Northern,IT Sector,Electronics & Gadgets,3,7936.0,,
6144,1002453,Nockton,P00079642,F,26-35,26,1,Punjab,Northern,Hospitality,Electronics & Gadgets,2,7935.0,,
6145,1001241,Amol,P00062842,F,0-17,14,0,Uttar Pradesh,Central,Govt,Food,3,7935.0,,
6147,1000438,Bhosale,P00105142,F,18-25,21,1,Himachal Pradesh,Northern,Banking,Sports Products,4,7934.0,,
6149,1002109,Gelder,P00306242,F,26-35,28,1,Haryana,Northern,Textile,Electronics & Gadgets,3,7932.0,,
6151,1003709,Phillip,P00224142,F,26-35,30,0,Uttarakhand,Central,Lawyer,Electronics & Gadgets,4,7932.0,,
6153,1001753,Piyali,P00333042,F,36-45,40,0,Rajasthan,Northern,Textile,Electronics & Gadgets,1,7931.0,,
6154,1004184,Hallsten,P00337742,F,51-55,53,1,Andhra Pradesh,Southern,Automobile,Electronics & Gadgets,1,7930.0,,
6155,1004303,Jane,P00319342,F,26-35,28,1,Haryana,Northern,Banking,Electronics & Gadgets,4,7930.0,,
6158,1004327,Payne,P00127442,F,36-45,39,1,Gujarat,Western,Aviation,Electronics & Gadgets,1,7929.0,,
6159,1001881,Fortune-,P00022542,F,36-45,37,0,Uttar Pradesh,Central,Healthcare,Decor,1,7929.0,,
6160,1001881,Fortune-,P00022542,F,36-45,37,0,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,2,7929.0,,
6162,1003741,Shirley,P00313042,F,26-35,33,0,Karnataka,Southern,Banking,Electronics & Gadgets,2,7928.0,,
6163,1004591,Christensen,P00131542,F,26-35,29,1,Rajasthan,Northern,Banking,Electronics & Gadgets,1,7927.0,,
6164,1001395,Grace,P00004742,F,26-35,32,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,2,7926.0,,
6167,1003641,Cacioppo,P00044442,F,26-35,30,0,Himachal Pradesh,Northern,Chemical,Electronics & Gadgets,1,7924.0,,
6169,1000303,Monu,P00344342,F,26-35,26,0,Punjab,Northern,Media,Electronics & Gadgets,1,7924.0,,
6170,1003641,Cacioppo,P00044442,F,26-35,30,0,Telangana,Southern,Chemical,Electronics & Gadgets,3,7924.0,,
6172,1001325,Reese,P00111742,F,26-35,27,1,Gujarat,Western,Construction,Electronics & Gadgets,3,7923.0,,
6174,1001243,Muskan,P00240442,F,36-45,40,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,7922.0,,
6175,1003380,Blumstein,P00195042,F,51-55,54,0,Himachal Pradesh,Northern,Media,Electronics & Gadgets,4,7921.0,,
6177,1001860,Benoit,P00330642,F,55+,73,0,Maharashtra,Western,Banking,Food,3,7921.0,,
6179,1005880,Zettner,P00156842,F,26-35,30,1,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,2,7920.0,,
6181,1001449,Dorris,P00102142,F,36-45,37,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,2,7918.0,,
6183,1002410,McVee,P00327242,F,55+,89,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,2,7918.0,,
6184,1001928,Ferrer,P00113042,F,0-17,12,0,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4,7917.0,,
6185,1003493,Monisha,P00034742,F,26-35,31,0,Uttar Pradesh,Central,Food Processing,Electronics & Gadgets,2,7917.0,,
6186,1003232,Pauline,P00159442,F,36-45,37,0,Bihar,Eastern,Healthcare,Electronics & Gadgets,4,7916.0,,
6187,1004079,Fisher,P00010742,F,36-45,37,1,Himachal Pradesh,Northern,Food Processing,Electronics & Gadgets,2,7916.0,,
6188,1005166,Randy,P00033342,F,51-55,52,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,3,7915.0,,
6189,1005900,Bell-,P00110242,F,26-35,26,0,Karnataka,Southern,Media,Sports Products,1,7915.0,,
6190,1002507,Lakshmi,P00205642,F,26-35,33,1,Maharashtra,Western,Banking,Decor,2,7915.0,,
6191,1000712,Riya,P00250642,F,26-35,30,0,Rajasthan,Northern,Textile,Electronics & Gadgets,3,7915.0,,
6194,1004663,Manshul,P00023142,F,26-35,30,1,Himachal Pradesh,Northern,Automobile,Electronics & Gadgets,4,7914.0,,
6198,1004899,Wasserman,P00282642,F,26-35,26,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,2,7913.0,,
6199,1002321,Patrick,P00153842,F,26-35,30,0,Haryana,Northern,IT Sector,Electronics & Gadgets,2,7912.0,,
6200,1002451,Norris,P00284042,F,46-50,49,0,Haryana,Northern,IT Sector,Electronics & Gadgets,4,7912.0,,
6201,1002042,DeVincentis,P00236042,F,0-17,12,0,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,4,7912.0,,
6205,1004995,Bharat,P00129842,F,51-55,54,1,Karnataka,Southern,Banking,Food,1,7911.0,,
6210,1005461,Melanie,P00013742,F,51-55,52,0,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,4,7909.0,,
6212,1003466,Französisch,P00317442,F,26-35,35,0,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,4,7907.0,,
6213,1004878,McGrath,P00216042,F,51-55,53,0,Bihar,Eastern,Healthcare,Electronics & Gadgets,4,7907.0,,
6214,1001420,Harms,P00228942,F,18-25,24,0,Haryana,Northern,Healthcare,Electronics & Gadgets,2,7907.0,,
6215,1004725,Jackson,P00089442,F,36-45,36,1,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,3,7907.0,,
6216,1000169,Etezadi,P00182442,F,26-35,35,1,Telangana,Southern,Healthcare,Electronics & Gadgets,1,7907.0,,
6217,1004725,Jackson,P00089442,F,36-45,36,1,Telangana,Southern,IT Sector,Electronics & Gadgets,4,7907.0,,
6218,1004878,McGrath,P00216042,F,51-55,53,0,Telangana,Southern,Healthcare,Electronics & Gadgets,1,7907.0,,
6221,1000169,Etezadi,P00182442,F,26-35,35,1,Uttarakhand,Central,Healthcare,Electronics & Gadgets,4,7907.0,,
6223,1000431,Freymann,P00242742,F,18-25,20,0,Kerala,Southern,Automobile,Electronics & Gadgets,1,7905.0,,
6224,1004277,Sanjay,P00274942,F,36-45,40,0,Maharashtra,Western,Lawyer,Electronics & Gadgets,3,7905.0,,
6226,1003260,Surabhi,P00271142,F,26-35,35,0,Punjab,Northern,IT Sector,Electronics & Gadgets,1,7904.0,,
6227,1001218,Jaideep,P00297942,F,55+,58,0,Kerala,Southern,Banking,Electronics & Gadgets,4,7903.0,,
6228,1000654,Bergman,P00346342,F,51-55,51,0,Uttar Pradesh,Central,Retail,Electronics & Gadgets,4,7903.0,,
6230,1004473,Palak,P00228242,F,36-45,45,1,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,3,7902.0,,
6232,1001579,Victor,P00192042,F,26-35,31,1,Karnataka,Southern,Healthcare,Food,3,7900.0,,
6233,1000169,Etezadi,P00083942,F,26-35,33,0,Punjab,Northern,Healthcare,Electronics & Gadgets,2,7900.0,,
6234,1003191,Hackney,P00136642,F,26-35,26,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4,7898.0,,
6236,1005567,Bobby,P00251242,F,51-55,54,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,2,7898.0,,
6237,1002186,Shubham,P00313842,F,18-25,23,1,Himachal Pradesh,Northern,Lawyer,Electronics & Gadgets,1,7898.0,,
6238,1006028,Resi,P00080342,F,18-25,24,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,7898.0,,
6240,1004188,Sue,P00051442,F,51-55,53,0,Punjab,Northern,Healthcare,Electronics & Gadgets,2,7898.0,,
6241,1003191,Hackney,P00136642,F,26-35,26,1,Uttarakhand,Central,Banking,Electronics & Gadgets,3,7898.0,,
6243,1002808,Cazamias,P00183342,F,55+,58,1,Himachal Pradesh,Northern,Media,Food,4,7897.0,,
6244,1004422,Andreada,P00177842,F,26-35,29,1,Punjab,Northern,Banking,Electronics & Gadgets,4,7897.0,,
6245,1003716,Praneet,P00029542,F,18-25,23,0,Kerala,Southern,Food Processing,Electronics & Gadgets,2,7896.0,,
6246,1001896,Brittain,P00176642,F,55+,64,1,Kerala,Southern,Food Processing,Electronics & Gadgets,1,7896.0,,
6247,1002419,Shantanu,P00351342,F,26-35,30,1,Delhi,Central,Lawyer,Food,4,7895.0,,
6249,1004062,Gordon,P00351342,F,26-35,28,0,Uttar Pradesh,Central,Aviation,Decor,2,7895.0,,
6250,1005518,Breyer,P00134142,F,51-55,53,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,1,7895.0,,
6251,1001069,Krutika,P00029242,F,26-35,32,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,7894.0,,
6252,1003274,Carter,P00065242,F,26-35,32,0,Himachal Pradesh,Northern,Agriculture,Electronics & Gadgets,1,7894.0,,
6253,1004788,Bern,P00207742,F,36-45,36,1,Karnataka,Southern,Aviation,Books,4,7894.0,,
6254,1000369,Demir,P00100842,F,36-45,40,0,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,1,7894.0,,
6256,1004291,Meade,P00321042,F,36-45,39,1,Haryana,Northern,IT Sector,Electronics & Gadgets,3,7893.0,,
6258,1003720,Stobb,P00075542,F,46-50,50,0,Delhi,Central,Healthcare,Electronics & Gadgets,4,7892.0,,
6260,1003208,Bowman,P00127242,F,26-35,34,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4,7892.0,,
6261,1000150,Toch,P00128942,F,36-45,44,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,4,7891.0,,
6262,1000999,Andy,P00295042,F,26-35,32,0,Jharkhand,Eastern,Retail,Electronics & Gadgets,3,7891.0,,
6263,1005472,Nida,P00119642,F,36-45,39,0,Punjab,Northern,Retail,Electronics & Gadgets,2,7891.0,,
6267,1000774,Abhishek,P00361842,F,18-25,18,1,Maharashtra,Western,Banking,Electronics & Gadgets,2,7889.0,,
6268,1001117,Helen,P00156142,F,18-25,18,0,Haryana,Northern,Media,Electronics & Gadgets,2,7886.0,,
6269,1001439,Southworth,P00101542,F,36-45,39,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,7886.0,,
6270,1000733,Bhawna,P00051842,F,36-45,37,0,Maharashtra,Western,Media,Electronics & Gadgets,3,7886.0,,
6271,1001449,Dorris,P00089342,F,36-45,44,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,7885.0,,
6272,1003942,Hazard,P00179142,F,18-25,22,0,Punjab,Northern,Banking,Electronics & Gadgets,1,7885.0,,
6273,1004425,Indulekha,P00054042,F,36-45,40,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,2,7884.0,,
6274,1001389,Smriti,P00207942,F,26-35,30,1,Gujarat,Western,Automobile,Electronics & Gadgets,2,7884.0,,
6277,1003641,Cacioppo,P00041542,F,26-35,34,0,Rajasthan,Northern,Chemical,Electronics & Gadgets,2,7884.0,,
6278,1001980,Christina,P00352842,F,36-45,40,0,Punjab,Northern,Banking,Electronics & Gadgets,1,7883.0,,
6279,1002337,Kristina,P00016042,F,36-45,41,1,Uttar Pradesh,Central,Retail,Food,2,7883.0,,
6280,1001086,Arthur,P00093242,F,18-25,24,0,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,2,7882.0,,
6282,1004862,Tanja,P00304242,F,26-35,30,1,Rajasthan,Northern,Aviation,Electronics & Gadgets,3,7882.0,,
6283,1005222,Rane,P00177842,F,26-35,29,0,Karnataka,Southern,Govt,Food,1,7880.0,,
6284,1001418,Moss,P00044442,F,18-25,23,1,Maharashtra,Western,Banking,Electronics & Gadgets,2,7880.0,,
6285,1001418,Moss,P00044442,F,18-25,23,1,Maharashtra,Western,Banking,Electronics & Gadgets,3,7880.0,,
6287,1005733,Grinstein,P00085142,F,26-35,34,0,Uttar Pradesh,Central,Aviation,Decor,2,7879.0,,
6288,1005733,Grinstein,P00085142,F,26-35,34,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,7879.0,,
6289,1003989,Claudia,P00251242,F,51-55,54,0,Karnataka,Southern,Media,Books,4,7878.0,,
6290,1002181,Sweta,P00144042,F,26-35,27,0,Punjab,Northern,Banking,Electronics & Gadgets,1,7878.0,,
6291,1001234,George,P00057642,F,18-25,23,0,Karnataka,Southern,Healthcare,Food,3,7877.0,,
6293,1001723,Hoffmann,P00128942,F,36-45,40,0,Bihar,Eastern,Banking,Electronics & Gadgets,2,7875.0,,
6294,1004404,Rittenbach,P00028442,F,26-35,32,1,Gujarat,Western,Healthcare,Electronics & Gadgets,3,7875.0,,
6295,1003507,Brenda,P00277942,F,26-35,34,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,1,7875.0,,
6296,1004930,Sanjova,P00035342,F,51-55,52,1,Kerala,Southern,IT Sector,Electronics & Gadgets,3,7875.0,,
6298,1004930,Sanjova,P00035342,F,51-55,52,1,Telangana,Southern,IT Sector,Electronics & Gadgets,2,7875.0,,
6303,1002496,Patil,P00177442,F,51-55,55,0,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,3,7872.0,,
6304,1004286,Marie,P00357942,F,36-45,43,0,Uttar Pradesh,Central,Healthcare,Food,2,7872.0,,
6305,1002455,Poirier,P00119742,F,36-45,43,0,Uttarakhand,Central,IT Sector,Electronics & Gadgets,2,7872.0,,
6306,1002146,VanderZanden,P00288942,F,18-25,24,1,Kerala,Southern,Food Processing,Electronics & Gadgets,3,7871.0,,
6307,1005460,Stivers,P0099342,F,18-25,18,1,Punjab,Northern,Banking,Electronics & Gadgets,4,7871.0,,
6308,1001778,Paige,P00181542,F,18-25,21,1,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,3,7871.0,,
6310,1001820,McGuire,P00049142,F,26-35,27,1,Bihar,Eastern,Banking,Electronics & Gadgets,1,7869.0,,
6311,1002109,Gelder,P00368742,F,26-35,35,0,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,2,7869.0,,
6312,1001820,McGuire,P00049142,F,26-35,27,1,Uttarakhand,Central,Banking,Electronics & Gadgets,4,7869.0,,
6313,1003992,Ross,P00187442,F,26-35,32,0,Gujarat,Western,Healthcare,Electronics & Gadgets,3,7868.0,,
6314,1005026,Stuti,P00226242,F,26-35,31,1,Punjab,Northern,Automobile,Electronics & Gadgets,2,7868.0,,
6315,1002691,Pierre,P00237642,F,18-25,21,1,Uttarakhand,Central,IT Sector,Electronics & Gadgets,3,7868.0,,
6317,1000504,Poddar,P00229942,F,26-35,33,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,2,7866.0,,
6318,1000647,Nida,P00033042,F,36-45,42,0,Karnataka,Southern,Govt,Food,1,7866.0,,
6319,1005888,Apoorva,P00045342,F,26-35,30,1,Rajasthan,Northern,Automobile,Electronics & Gadgets,2,7866.0,,
6320,1004950,LaWare,P00118742,F,26-35,26,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4,7865.0,,
6321,1000134,Bickford,P00337942,F,26-35,30,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,3,7865.0,,
6322,1002909,Debra,P00084442,F,26-35,34,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,7865.0,,
6323,1001839,Pauline,P00142942,F,18-25,20,0,Haryana,Northern,IT Sector,Electronics & Gadgets,2,7865.0,,
6324,1000366,Bern,P00008542,F,51-55,54,1,Karnataka,Southern,Food Processing,Food,4,7865.0,,
6326,1000481,Juliana,P00006142,F,46-50,49,0,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,3,7864.0,,
